Child Index,Position X,Position Y,Position Z
8,14.736,-0.05349404,11.03066
Cube,14.64314,-0.6585861,11.61802
1,14.80029,0.08092439,12.04043
2,15.35966,-0.7460943,12.09649
3,13.97265,-0.4725486,12.13361
4,14.53203,-1.299567,12.18968
5,14.48599,-1.398097,11.19561
6,13.92662,-0.571078,11.13954
7,15.31363,-0.8446237,11.10242
8,14.75425,-0.01760501,11.04636
Cube,14.6697,-0.6426006,11.6152
1,14.81188,0.08752447,12.05871
2,15.38633,-0.7302822,12.0935
3,13.99438,-0.4835227,12.1335
4,14.56882,-1.301329,12.16829
5,14.52752,-1.372726,11.17169
6,13.95308,-0.554919,11.13691
7,15.34502,-0.8016784,11.0969
8,14.77058,0.01612818,11.06212
Cube,14.69693,-0.6252066,11.61283
1,14.82366,0.09423333,12.07796
2,15.41366,-0.7130685,12.09092
3,14.0171,-0.4943363,12.13313
4,14.6071,-1.301638,12.14609
5,14.57019,-1.344647,11.1477
6,13.98019,-0.5373448,11.13474
7,15.37675,-0.7560769,11.09253
8,14.78675,0.05122489,11.07956
Cube,14.73158,-0.6016163,11.61053
1,14.83863,0.1025902,12.10311
2,15.44851,-0.689765,12.08827
3,14.04679,-0.5074402,12.13225
4,14.65667,-1.299795,12.11742
5,14.62453,-1.305823,11.11795
6,14.01465,-0.5134676,11.13279
7,15.41637,-0.6957923,11.08881
8,14.80649,0.09656286,11.10364
Cube,14.75554,-0.5841565,11.60966
1,14.84876,0.1083848,12.12122
2,15.47258,-0.6724406,12.08722
3,14.06774,-0.5160389,12.13146
4,14.69156,-1.296864,12.09746
5,14.66233,-1.276698,11.09809
6,14.03851,-0.4958724,11.13209
7,15.44335,-0.6522741,11.08785
8,14.81953,0.1285514,11.12185
Cube,14.78146,-0.56428,11.6093
1,14.85964,0.1145511,12.14135
2,15.49862,-0.6527199,12.08664
3,14.09088,-0.5248935,12.1304
4,14.72987,-1.292164,12.07569
5,14.70329,-1.243111,11.07725
6,14.0643,-0.4758401,11.13195
7,15.47205,-0.6036664,11.0882
8,14.83306,0.1636045,11.14291
Cube,14.80752,-0.5431916,11.60964
1,14.87049,0.1206455,12.16223
2,15.52482,-0.6317859,12.08675
3,14.11468,-0.5333058,12.12913
4,14.76901,-1.285737,12.05365
5,14.74456,-1.207029,11.05705
6,14.09022,-0.4545973,11.13253
7,15.50037,-0.5530775,11.09015
8,14.84604,0.1993539,11.16563
Cube,14.83373,-0.520817,11.61077
1,14.88132,0.1266472,12.18394
2,15.55118,-0.6095639,12.08762
3,14.13919,-0.5412412,12.12767
4,14.80905,-1.277452,12.03135
5,14.78615,-1.168281,11.03759
6,14.11628,-0.4320701,11.13391
7,15.52828,-0.5003928,11.09386
8,14.85841,0.2358183,11.19018
Cube,14.85698,-0.4999087,11.61253
1,14.8908,0.1318664,12.20389
2,15.57456,-0.5887728,12.08917
3,14.16142,-0.5478189,12.12624
4,14.84517,-1.268458,12.01152
5,14.82316,-1.131684,11.02116
6,14.13941,-0.4110446,11.13588
7,15.55254,-0.4519984,11.09881
8,14.86879,0.2686407,11.21354
Cube,14.88041,-0.4778067,11.61506
1,14.9003,0.1369851,12.22468
2,15.59813,-0.5667865,12.09147
3,14.18436,-0.5539786,12.12467
4,14.88219,-1.25775,11.99147
5,14.86053,-1.092598,11.00544
6,14.1627,-0.3888269,11.13864
7,15.57646,-0.4016348,11.10544
8,14.87864,0.3021368,11.23865
Cube,14.90055,-0.4579077,11.61795
1,14.90836,0.1412705,12.24319
2,15.61837,-0.5469704,12.09418
3,14.20451,-0.5588804,12.12325
4,14.91453,-1.247121,11.97424
5,14.89275,-1.057086,10.99271
6,14.18273,-0.368845,11.14172
7,15.59659,-0.3569349,11.11265
8,14.88658,0.331306,11.26165
Cube,14.92546,-0.4321745,11.62238
1,14.91835,0.1463507,12.26678
2,15.64346,-0.5213586,12.09832
3,14.23009,-0.5643871,12.12136
4,14.9552,-1.232096,11.95289
5,14.93257,-1.0107,10.97797
6,14.20746,-0.3429904,11.14644
7,15.62083,-0.2999619,11.1234
8,14.89572,0.3677473,11.29186
Cube,14.94486,-0.4111179,11.62671
1,14.926,0.1501573,12.28596
2,15.66298,-0.5003724,12.10246
3,14.25051,-0.5682478,12.11984
4,14.98748,-1.218777,11.93634
5,14.96373,-0.9723932,10.96746
6,14.22675,-0.3218635,11.15096
7,15.63922,-0.253988,11.13358
8,14.90224,0.3965417,11.31708
Cube,14.96358,-0.3899629,11.63163
1,14.93333,0.1536639,12.3051
2,15.68181,-0.4792795,12.10719
3,14.27066,-0.5715796,12.11833
4,15.01913,-1.204523,11.92043
5,14.99382,-0.9335896,10.95817
6,14.24534,-0.3006462,11.15607
7,15.6565,-0.2083461,11.14493
8,14.90802,0.4245973,11.34283
Cube,14.98227,-0.3679465,11.63734
1,14.94062,0.1569812,12.32488
2,15.70063,-0.4573213,12.1127
3,14.29128,-0.5744973,12.11679
4,15.05129,-1.1888,11.90461
5,15.02392,-0.8928742,10.94979
6,14.26391,-0.2785717,11.16197
7,15.67326,-0.1613957,11.15788
8,14.91325,0.4529068,11.37006
Cube,15.00028,-0.3458397,11.64367
1,14.9476,0.1599774,12.34465
2,15.71877,-0.4352644,12.11884
3,14.31167,-0.5768946,12.11529
4,15.08283,-1.172136,11.88948
5,15.05297,-0.8516569,10.94269
6,14.2818,-0.2564151,11.1685
7,15.6889,-0.1147849,11.17206
8,14.91773,0.4804569,11.39787
Cube,15.01941,-0.3213603,11.65136
1,14.95501,0.1629098,12.36643
2,15.73804,-0.4108357,12.12629
3,14.33391,-0.5789527,12.11368
4,15.11695,-1.152698,11.87353
5,15.08381,-0.8056306,10.93628
6,14.30077,-0.231885,11.17642
7,15.7049,-0.063768,11.18903
8,14.92187,0.5099776,11.42918
Cube,15.03817,-0.296249,11.65999
1,14.96224,0.1654998,12.38871
2,15.75696,-0.3857665,12.13468
3,14.35639,-0.5804495,12.11211
4,15.15111,-1.131716,11.85808
5,15.11409,-0.7579978,10.93128
6,14.31938,-0.2067315,11.18531
7,15.71994,-0.01204851,11.20787
8,14.92523,0.5392178,11.4619
Cube,15.05539,-0.2721387,11.66903
1,14.96884,0.1675843,12.41007
2,15.77433,-0.3616855,12.14349
3,14.37766,-0.581334,12.1107
4,15.18314,-1.110604,11.84411
5,15.14194,-0.7118618,10.92798
6,14.33645,-0.182592,11.19456
7,15.73312,0.03705648,11.22735
8,14.92764,0.5663263,11.49394
Cube,15.07112,-0.2491609,11.67832
1,14.97483,0.1692003,12.43045
2,15.79018,-0.338726,12.15258
3,14.39766,-0.5816948,12.10946
4,15.21301,-1.089621,11.83159
5,15.1674,-0.6675221,10.92619
6,14.35205,-0.1595957,11.20406
7,15.74457,0.0833731,11.24718
8,14.92922,0.5912994,11.52505
Cube,15.11421,-0.1818595,11.70752
1,14.993,0.1723983,12.48843
2,15.83439,-0.2714549,12.18009
3,14.45614,-0.5795987,12.10596
4,15.29753,-1.023452,11.79762
5,15.23542,-0.5361173,10.92662
6,14.39404,-0.09226407,11.23495
7,15.77228,0.2158797,11.30909
8,14.9309,0.6597329,11.61742
